Index	VoiceGender	Category	FileName	SentenceHebrew	SentenceTranscription	SentenceRussian	Group	TargetWord
1668	FEMALE	Нейтральные / Безличные	s_a9cc0903bf76.mp3	זֶה בֵּית כְּנֶסֶת עַתִּיק.	зэ бéйт кнéсет атӣ́к.	Это старинная синагога.	Существительные	בֵּית כְּנֶסֶת
1669	FEMALE	Нейтральные / Безличные	s_42f445d89005.mp3	הַשְּׂכִירוּת פֹּה יְקָרָה מְאוֹד.	hа-схирýт по йекарá меóд.	Аренда здесь очень дорогая.	Существительные	שְׂכִירוּת
1670	FEMALE	Нейтральные / Безличные	s_b8af6ce2c4a0.mp3	צָרִיךְ לְשַׁלֵּם אַרְנוֹנָה הַיּוֹם.	царӣ́х лешалэ́м арнóна hа-йом.	Нужно заплатить арнону сегодня.	Существительные	אַרְנוֹנָה
1671	MALE	1-е лицо м.р. (אני רוצה)	s_e1a9bc963702.mp3	אֲנִי מְשַׁלֵּם לְוַעַד הַבַּיִת.	анӣ мешалéм ле-вáад hа-бáйт.	Я плачу домовому комитету.	Существительные	וַעַד בַּיִת
1672	FEMALE	Нейтральные / Безличные	s_bb88d47b5e1f.mp3	אֵין פֹּה חַשְׁמָל הַיּוֹם.	эйн по хашмáль hа-йом.	Здесь сегодня нет электричества.	Существительные	חַשְׁמָל
1673	MALE	1-е лицо м.р. (אני רוצה)	s_413b47b7561b.mp3	אֲנִי מְחַפֵּשׂ שׁוּתָף לַדִּירָה.	анӣ мехапéс шутáф ла-дирá.	Я ищу соседа по квартире.	Существительные	שׁוּתָף
1674	FEMALE	Женская форма (адаптация 1/2 л.)	s_413b47b7561b_f.mp3	אֲנִי מְחַפֶּשֶׂת שׁוּתָף לַדִּירָה.	анӣ мехапе́сет шутáф ла-дирá.	Я ищу соседа по квартире.	Существительные	שׁוּתָף
1675	MALE	1-е лицо м.р. (אני רוצה)	s_07bfdfa13db2.mp3	אֲנִי כּוֹתֵב צֵ'ק לַדִּירָה.	анӣ котéв чек ла-дирá.	Я выписываю чек за квартиру.	Существительные	צֵ'ק
1676	FEMALE	Женская форма (адаптация 1/2 л.)	s_07bfdfa13db2_f.mp3	אֲנִי כּוֹתֶבֶת צֵ'ק לַדִּירָה.	анӣ коте́вет чек ла-дирá.	Я выписываю чек за квартиру.	Существительные	צֵ'ק
1677	FEMALE	Нейтральные / Безличные	s_7391cabf3164.mp3	צָרִיךְ לַחְתּוֹם עַל חוֹזֶה.	царӣ́х лахтóм аль хозэ́.	Нужно подписать договор.	Существительные	לַחְתּוֹם עַל חוֹזֶה
1678	FEMALE	Нейтральные / Безличные	s_19da57e4dcf8.mp3	יֵשׁ לָהּ עֵינַיִם יָפוֹת.	йеш ла эйнáйим яфóт.	У неё красивые глаза.	Существительные	עַיִן
1679	MALE	3-е лицо м.р. (הוא / דוד)	s_1f5e82c36782.mp3	הוּא אִישׁ טוֹב לֵב.	hу иш тов лев.	Он добросердечный человек.	Существительные	טוּב לֵב
1680	FEMALE	Нейтральные / Безличные	s_25207da53907.mp3	זֶה מָלוֹן יָפֶה מְאֹד.	зэ малóн яфэ́ меóд.	Это очень красивая гостиница.	Существительные	מָלוֹן
1681	FEMALE	Нейтральные / Безличные	s_48311ff1022c.mp3	אֲנַחְנוּ רוֹצִים חֶדֶר זוּגִי.	анáхну роцӣ́м хéдер зугӣ́.	Мы хотим двухместный номер.	Существительные	חֶדֶר זוּגִי
1682	FEMALE	Нейтральные / Безличные	s_0249f5f57dc6.mp3	מָה הַסִּיסְמָה לְוַויְפַאי?	ма hа-сисмá ле-вайфай?	Какой пароль от вайфая?	Существительные	סִיסְמָה לְוַויְפַאי
1683	MALE	3-е лицо м.р. (הוא / דוד)	s_fe835a43d0ed.mp3	הוּא מְדַבֵּר כָּל הַזְּמַן.	hу медабéр коль hа-змáн.	Он всё время говорит.	Существительные	כָּל הַזְּמַן
1684	MALE	1-е лицо м.р. (אני רוצה)	s_1c947a9439a4.mp3	אֲנִי לוֹקֵחַ שְׁתֵּי טִיפּוֹת.	анӣ локéах штэй типóт.	Я принимаю две капли.	Существительные	טִיפָּה
1685	FEMALE	Женская форма (адаптация 1/2 л.)	s_1c947a9439a4_f.mp3	אֲנִי לוֹקַחַת שְׁתֵּי טִיפּוֹת.	анӣ лока́хат штэй типóт.	Я принимаю две капли.	Существительные	טִיפָּה
1686	FEMALE	Нейтральные / Безличные	s_29ccc879a0fa.mp3	קַח כַּדּוּר פַּעַם בְּיוֹם.	ках кадӯ́р пáам бе-йом.	Принимай таблетку раз в день.	Существительные	פַּעַם בְּיוֹם
1687	FEMALE	Нейтральные / Безличные	s_01ebcead0d18.mp3	לוֹקְחִים תְּרוּפָה לִפְנֵי הָאוֹכֶל.	локхӣ́м труфá лифнéй hа-óхель.	Лекарство принимают перед едой.	Существительные	לִפְנֵי הָאוֹכֶל
1688	FEMALE	Нейтральные / Безличные	s_ec3360dcc0ab.mp3	לוֹקְחִים תְּרוּפָה אַחֲרֵי הָאוֹכֶל.	локхӣ́м труфá ахарéй hа-óхель.	Лекарство принимают после еды.	Существительные	אַחֲרֵי הָאוֹכֶל
1689	FEMALE	Нейтральные / Безличные	s_00a702a24460.mp3	זֶה כַּדּוּר לְלֹא מִרְשָׁם.	зэ кадӯ́р лелó миршáм.	Это таблетка без рецепта.	Существительные	לְלֹא מִרְשָׁם
1690	FEMALE	Нейтральные / Безличные	s_10a669e5744f.mp3	יֵשׁ מִבְצָע סוֹף עוֹנָה.	йеш мивцá соф онá.	Идёт распродажа конца сезона.	Существительные	סוֹף עוֹנָה
1691	FEMALE	Нейтральные / Безличные	s_8986aee58d05.mp3	אֶפְשָׁר פֶּתֶק הַחְלָפָה, בְּבַקָּשָׁה?	эфшáр пéтек hахлафá, бевакашá?	Можно чек на обмен, пожалуйста?	Существительные	פֶּתֶק הַחְלָפָה
1692	MALE	1-е лицо м.р. (אני רוצה)	s_0969917e0a77.mp3	אֲנִי נוֹסֵעַ בַּכִּיוּוּן הַזֶּה.	анӣ носéа ба-кивӯ́н hа-зэ.	Я еду в этом направлении.	Существительные	כִּיווּן
1693	FEMALE	Женская форма (адаптация 1/2 л.)	s_0969917e0a77_f.mp3	אֲנִי נוֹסַעַת בַּכִּיוּוּן הַזֶּה.	анӣ носа́ат ба-кивӯ́н hа-зэ.	Я еду в этом направлении.	Существительные	כִּיווּן
1694	FEMALE	Нейтральные / Безличные	s_bdff67ab7975.mp3	הָרַכֶּבֶת נוֹסַעַת לְנַתְבַּ"ג.	hа-ракéвет носáат ле-натбáг.	Поезд едет в Бен-Гурион.	Существительные	נַתְבַּ"ג
1695	MALE	1-е лицо м.р. (אני רוצה)	s_66a68d3832e4.mp3	אֲנִי מְאַחֵל נְסִיעָה טוֹבָה!	анӣ меахéль несиá товá!	Я желаю счастливого пути!	Существительные	נְסִיעָה טוֹבָה
1696	FEMALE	Женская форма (адаптация 1/2 л.)	s_66a68d3832e4_f.mp3	אֲנִי מְאַחֶלֶת נְסִיעָה טוֹבָה!	анӣ меахе́лет несиá товá!	Я желаю счастливого пути!	Существительные	נְסִיעָה טוֹבָה
1697	FEMALE	Нейтральные / Безличные	s_b0ac86b9b192.mp3	יֵשׁ עִיכּוּב בָּרַכֶּבֶת הַיּוֹם.	йеш икӯ́в ба-ракéвет hа-йом.	Сегодня задержка поезда.	Существительные	עִיכּוּב
1698	MALE	1-е лицо м.р. (אני רוצה)	s_aa81f5b61f00.mp3	אֲנִי עָיֵף כִּי עָבַדְתִּי.	анӣ аéф ки авáдети.	Я устал, потому что работал.	Существительные	כִּי
1699	FEMALE	Женская форма (адаптация 1/2 л.)	s_aa81f5b61f00_f.mp3	אֲנִי עֲיֵפָה כִּי עָבַדְתִּי.	анӣ аéф ки авáдети.	Я устал, потому что работал.	Существительные	כִּי
1700	MALE	2-е лицо м.р. (אתה יודע)	s_1d9c07e5e475.mp3	אֵיךְ אַתָּה מַרְגִּישׁ הַיּוֹם?	эйх атá маргӣ́ш hа-йом?	Как ты себя чувствуешь сегодня?	Существительные	אֵיךְ
1701	FEMALE	Женская форма (адаптация 1/2 л.)	s_1d9c07e5e475_f.mp3	אֵיךְ אַתְּ מַרְגִּישָׁה הַיּוֹם?	эйх ат маргиша́ hа-йом?	Как ты себя чувствуешь сегодня?	Существительные	אֵיךְ
1702	FEMALE	Нейтральные / Безличные	s_e0d8594e7854.mp3	אֵיזֶה יוֹם יָפֶה הַיּוֹם!	э́йзе йом яфэ́ hа-йом!	Какой красивый день сегодня!	Существительные	אֵיזֶה
1703	FEMALE	Нейтральные / Безличные	s_978ddaa7b59d.mp3	קָנִינוּ כָּל מִינֵי דְּבָרִים.	канӣ́ну коль минéй дварӣ́м.	Мы купили разные вещи.	Существительные	כָּל מִינֵי
1704	FEMALE	Нейтральные / Безличные	s_c0af960fe67a.mp3	מָה הַתַּאֲרִיךְ שֶׁל הַפְּגִישָׁה?	ма hа-таарӣ́х шель hа-пгишá?	Какая дата встречи?	Существительные	תַּאֲרִיךְ
1705	MALE	1-е лицо м.р. (אני רוצה)	s_075a8a357f9f.mp3	אֲנִי בְּיִשְׂרָאֵל חוֹדֶשׁ אֶחָד.	анӣ́ бе-Исраэ́ль хóдеш эхáд.	Я в Израиле один месяц.	Существительные	חוֹדֶשׁ
1706	FEMALE	Нейтральные / Безличные	s_4ca435689cba.mp3	שָׁנָה טוֹבָה וּמְתוּקָה לְכוּלָּם!	шанá товá у-метукá ле-хулáм!	Хорошего и сладкого года всем!	Существительные	שָׁנָה
1707	MALE	1-е лицо м.р. (אני רוצה)	s_633b9d9995ea.mp3	אֲנִי פֹּה פַּעַם רִאשׁוֹנָה.	анӣ́ по пáам ришонá.	Я здесь в первый раз.	Существительные	פַּעַם רִאשׁוֹנָה
1708	FEMALE	Нейтральные / Безличные	s_cdad24f8e2ff.mp3	הַפַּעַם הַכֹּל בְּסֵדֶר גָּמוּר.	hа-пáам hакóль бесéдер гамӯ́р.	На этот раз всё в полном порядке.	Существительные	הַפַּעַם
1709	FEMALE	Нейтральные / Безличные	s_808549a985f5.mp3	לְבַסּוֹף הַכֹּל הָיָה טוֹב.	левасóф hакóль hайá тов.	В конце концов всё было хорошо.	Существительные	לְבַסּוֹף
1710	FEMALE	Нейтральные / Безличные	s_387a1d2eb83b.mp3	אֲנַחְנוּ הוֹלְכִים לַמּוּזֵאוֹן הַיּוֹם.	анáхну hолехӣ́м ла-музеóн hайóм.	Мы идём сегодня в музей.	Существительные	מוּזֵאוֹן
1711	FEMALE	Нейтральные / Безличные	s_d3d097653cb5.mp3	יֵשׁ תַּעֲרוּכָה חֲדָשָׁה בָּעִיר.	йеш таарухá хадашá ба-ӣ́р.	В городе есть новая выставка.	Существительные	תַּעֲרוּכָה
1712	FEMALE	Нейтральные / Безличные	s_6a68e2200335.mp3	דָּנִי לוֹמֵד אָמָּנוּת מוֹדֶרְנִית.	дáни ломéд оманӯ́т модéרнит.	Дани изучает современное искусство.	Существительные	אָמָּנוּת
1713	FEMALE	Нейтральные / Безличные	s_dbd88ee674e2.mp3	זֶה צִיּוּר יָפֶה מְאוֹד.	зэ цийӯ́р яфэ́ меóд.	Это очень красивая картина.	Существительные	צִיּוּר
1714	FEMALE	Нейтральные / Безличные	s_3a88b1a800a9.mp3	אֲנַחְנוּ לוֹקְחִים סִיּוּר מוּדְרָךְ.	анáхну локхӣ́м сийӯ́р мудрáх.	Мы берём экскурсию с гидом.	Существительные	סִיּוּר מוּדְרָךְ
