Номер,Иврит с огласовками,Русский перевод,Категория,Имя аудиофайла,Рекомендуемый голос
1258,"הָאֲנָשִׁים הוֹלְכִים לַקַּלְפִּי הַיּוֹם.","Люди идут на избирательный участок сегодня.","Существительные","s_8f7e208d6b95.mp3","Мужской"
1259,"יִשְׂרָאֵל הִיא דֵּמוֹקְרַטְיָה חֲזָקָה.","Израиль — сильная демократия.","Существительные","s_a7eb3610e2a9.mp3","Женский"
1260,"חַיָּלִים מְשָׁרְתִים בְּצַהַ""ל.","Солдаты служат в ЦАХАЛе.","Существительные","s_086129f624b0.mp3","Мужской"
1261,"יוֹם הַגִּיּוּס שֶׁלּוֹ הִגִּיעַ.","День его призыва настал.","Существительные","s_7d7eddbc9540.mp3","Мужской"
1262,"דָּנִי עוֹשֶׂה מִילוּאִים כָּעֵת.","Дани сейчас на армейских сборах.","Существительные","s_2eedadb6d299.mp3","Мужской"
1263,"הַקָּצִין מְדַבֵּר עִם הַחַיָּלִים.","Офицер говорит с солдатами.","Существительные","s_e60a21441fb5.mp3","Мужской"
1264,"פִּיקּוּד הָעוֹרֶף פִּרְסֵם הוֹדָעָה.","Командование тыла опубликовало сообщение.","Существительные","s_b8a9743988b9.mp3","Мужской"
1265,"יֵשׁ לָנוּ מָמָ""ד בַּדִּירָה.","У нас в квартире есть защищенная комната.","Существительные","s_80f4c6313612.mp3","Мужской"
1266,"חַיָּבִים לִשְׁמוֹר עַל הַהַנְחָיוֹת.","Необходимо соблюдать инструкции.","Существительные","s_a179d0b6914d.mp3","Мужской"
1267,"חִפַּשְׂנוּ מֶרְחָב מוּגָן קָרוֹב.","Мы искали ближайшее защищенное пространство.","Существительные","s_b55f825433ee.mp3","Мужской"
1268,"הוּא רוֹצֶה שֵׁירוּת קְרָבִי.","Он хочет боевую службу.","Существительные","s_364ea099d7b1.mp3","Мужской"
1269,"חָזַרְנוּ לַשִּׁגְרָה אַחֲרֵי הַמִּלְחָמָה.","Мы вернулись к рутине после войны.","Существительные","s_5744ca85f69d.mp3","Мужской"
1270,"חָגַגְנוּ אֶת יוֹם הָעַצְמָאוּת.","Мы праздновали День независимости.","Существительные","s_c9c3387914a5.mp3","Женский"
1271,"יוֹם הַזִּיכָּרוֹן מְאוֹד עָצוּב.","День памяти очень грустный.","Существительные","s_b4a3284a826e.mp3","Мужской"
1272,"עָמַדְנוּ בְּשֶׁקֶט בִּזְמַן הַצְּפִירָה.","Мы стояли в тишине во время сирены.","Существительные","s_783912520159.mp3","Мужской"
1273,"הִשְׁתַּתַּפְנוּ בְּטֶקֶס יָפֶה מְאוֹד.","Мы участвовали в очень красивой церемонии.","Существительные","s_543bcaf6e2b5.mp3","Мужской"
1274,"הִיא הִדְלִיקָה מַשּׂוּאָה בַּטֶּקֶס.","Она зажгла факел на церемонии.","Существительные","s_334c939eae1d.mp3","Женский"
1275,"עָשִׂינוּ מַנְגָּל בַּפַּארְק הַיּוֹם.","Мы делали шашлыки в парке сегодня.","Существительные","s_136e194ee2bb.mp3","Мужской"
1276,"רָאִינוּ מַטָּס מַרְשִׁים בַּשָּׁמַיִם.","Мы видели впечатляющий воздушный парад в небе.","Существительные","s_b6858e7a7b71.mp3","Мужской"
1277,"הָיוּ זִיקּוּקֵי דִּינוּר יָפִים.","Был красивый фейерверк.","Существительные","s_6394baa6ac8f.mp3","Мужской"
1278,"הֵם נִלְחֲמוּ עַל עַצְמָאוּת.","Они сражались за независимость.","Существительные","s_1581f9f11d4a.mp3","Мужской"
1279,"תָּלִינוּ אֶת דֶּגֶל הַמְּדִינָה.","Мы повесили государственный флаг.","Существительные","s_b0483c0c6e45.mp3","Женский"
1280,"אַף אֶחָד לֹא פְרָאיֶיר.","Никто не лох (никто не позволит себя обмануть).","Существительные","lo_fraier.mp3","Мужской"
1281,"הוּא סַחְבָּק אֲמִתִּי שֶׁלָּנוּ.","Он наш настоящий свой парень.","Существительные","sahbak_amiti.mp3","Мужской"
1282,"מָה נִשְׁמַע אִתְּךָ, כַּפָּרָה?","Как дела у тебя, душа моя?","Существительные","s_a2ab461316d7.mp3","Мужской"
1283,"יֵשׁ כָּאן בָּלָגָן שָׁלֵם.","Здесь полный бардак.","Существительные","s_0789ed5c6f13.mp3","Мужской"
1284,"אֲנַחְנוּ לוֹמְדִים גֵּאוֹגְרַפְיָה הַיּוֹם.","Мы изучаем географию сегодня.","Существительные","s_220eb29148fa.mp3","Мужской"
1285,"הַמִּדְבָּר חַם מְאוֹד בַּקַּיִץ.","В пустыне очень жарко летом.","Существительные","s_248ae4c30f7e.mp3","Мужской"
1286,"שָׂחִינוּ בְּיַם הַמֶּלַח הַיּוֹם.","Мы купались в Мертвом море сегодня.","Существительные","s_97f7920575f7.mp3","Мужской"
1287,"יַם כִּנֶּרֶת יָפֶה מְאוֹד.","Озеро Кинерет очень красивое.","Существительные","s_88dff5288553.mp3","Мужской"
1288,"זֶה מַכְתֵּשׁ עֲנָק בַּנֶּגֶב.","Это гигантский кратер в Негеве.","Существительные","s_74275749e46b.mp3","Мужской"
1289,"נָסַעְנוּ לְרָמַת הַגּוֹלָן הַשָּׁבוּעַ.","Мы поехали на Голанские высоты на этой неделе.","Существительные","s_834bd08484e4.mp3","Мужской"
1290,"הַר הַחֶרְמוֹן גָּבוֹהַּ מְאוֹד.","Гора Хермон очень высокая.","Существительные","s_2f53afd9eb75.mp3","Мужской"
1291,"הָלַכְנוּ לְיַד הַנַּחַל הַיָּפֶה.","Мы гуляли около красивого ручья.","Существительные","s_be58a10d6a9f.mp3","Мужской"
1292,"רָאִינוּ מַפָּל מַיִם מַרְשִׁים.","Мы увидели впечатляющий водопад.","Существительные","s_b74d6752eb33.mp3","Мужской"
1293,"הֵם צוֹעֲדִים בִּשְׁבִיל יִשְׂרָאֵל.","Они идут в поход по Тропе Израиля.","Существительные","s_7d0bf51deab3.mp3","Мужской"
1294,"הַתֵּיאַטְרוֹן הַזֶּה מְפוּרְסָם מְאֹד.","Этот театр очень знаменит.","Существительные","s_cc9dd88540ab.mp3","Мужской"
1295,"רָאִינוּ הַצָּגָה מְצוּיֶּנֶת בָּעֶרֶב.","Мы посмотрели отличный спектакль вечером.","Существительные","s_17e49db7a821.mp3","Мужской"
1296,"הוּא שַׂחְקָן כִּשְׁרוֹנִי מְאֹד.","Он очень талантливый актёр.","Существительные","s_f900c9f2e168.mp3","Мужской"
1297,"הַבַּמַּאי מְבַקֵּשׁ שֶׁקֶט עַכְשָׁיו.","Режиссёр просит тишины сейчас.","Существительные","s_f0a37ae13ea9.mp3","Мужской"
1298,"קָרָאתִי אֶת הַתַּסְרִיט הֶחָדָשׁ.","Я прочитал новый киносценарий.","Существительные","s_d9ffebb13e4b.mp3","Женский"
1299,"אֲנִי לוֹמֵד סִפְרוּת עִבְרִית.","Я изучаю ивритскую литературу.","Существительные","s_c46381e1ce63.mp3","Мужской"
1300,"הַסּוֹפֵר כָּתַב סֵפֶר מְעַנְיֵן.","Писатель написал интересную книгу.","Существительные","s_4d0d397b2827.mp3","Мужской"
1301,"הָיוּ מְחִיאוֹת כַּפַּיִּים סוֹעֲרוֹת.","Были бурные аплодисменты.","Существительные","s_3744f608913c.mp3","Мужской"
1302,"יֵשׁ פֶּסְטִיבָל קוֹלְנוֹעַ בְּחֵיפָה.","В Хайфе проходит кинофестиваль.","Существительные","s_84df502eb4f3.mp3","Мужской"
1303,"זוֹ סִדְרַת טֶלֶוִויזְיָה מְצוּיֶּנֶת.","Это отличный сериал.","Существительные","s_762a0405d614.mp3","Мужской"
1304,"חוֹק הֲגָנַת הַצַּרְכָן חָשׁוּב.","Закон о защите прав потребителей важен.","Существительные","s_a9cbeaec6a69.mp3","Мужской"
1305,"בִּקַּשְׁתִּי בִּיטּוּל עִסְקָה בַּחֲנוּת.","Я попросил об отмене сделки в магазине.","Существительные","s_fc532b85b13f.mp3","Мужской"
1306,"קִבַּלְתִּי הֶחְזֵר כַּסְפִּי מֵהַחֲנוּת.","Я получил денежный возврат из магазина.","Существительные","s_dfb6dd98074e.mp3","Мужской"
1307,"אֵיפֹה תְּעוּדַת אַחֲרָיוּת שֶׁלִּי?","Где мой гарантийный талон?","Существительные","s_0f23ea5df4a5.mp3","Мужской"
